text,label,palavras tóxicas,palavras não tóxicas,palavras neutras,contagem tóxica,contagem não tóxica,contagem neutras,contagem de palavras,contagem de letras
"no vejo jornal porque me d uma agonia danada , pqp",0,1,1,1,10,11,10,11,50
"yoonminau [nsfw]   

onde jimin manda um nude - sem querer querendo- para o namorado de seu melhor amigo",0,1,1,1,15,17,15,18,104
"ateno ateno 

s queria mostrar minhas figurinhas no pau do taehyung 

obrigada pela ateno",1,1,1,1,14,14,14,14,89
"fica putinho destri tudo, ""deus do amor"" mas j deixou e muitas vezes pediu pra matar seres inocentes (antigo e novo testamento), machista, xenofobico, misgino, no gosta de nada alm do homem cis",0,1,1,1,27,33,27,33,193
vo para o caralho que vos foda,1,1,1,1,7,7,7,7,30
"bruno fernandes pode ser vendido mas com um valor justo.
e com esta direo o dinheiro vai ser desperdiado de uma forma horrvel",0,1,1,1,20,23,20,23,125
"que merda  esta, parece um mongol",1,1,1,1,6,5,5,6,33
eu o tempo todo,0,1,1,1,4,4,4,4,15
meu f(x) como assim pqp,1,1,1,1,5,4,4,5,23
tamo nas quartas de final!!  us guri,0,1,1,1,5,7,5,7,36
frio da porra socorro jesus cristo,0,1,1,1,6,6,6,6,34
s no sufoco mesmo puta merda,1,1,1,1,6,6,6,6,28
eu grvida de 5 meses e ele veio para lisboa foder uma gaija,1,1,1,1,12,12,12,13,59
tandara  fodaaa pqp,0,1,1,1,3,3,3,3,19
"como  bom se sentir bem com quem voc  tanto por dentro, quanto por fora",0,1,1,1,13,14,13,14,71
tquio  real porra #voleinaglobo,0,1,1,1,4,4,4,4,31
quem vem? t com o pau duro aqui,1,1,1,1,8,8,8,8,31
t muito linda pqp,0,1,1,1,4,4,4,4,17
ningum presta nessa porra man,0,1,1,1,5,5,5,5,29
mais um ano consecutivo do meu irmo sendo vice campeo paulista e eu me encho de orgulho!,0,1,1,1,14,17,14,17,88
espero que esse beio inchado seja de uns tapas que esse vagabundo levou.,1,1,1,1,12,12,12,13,72
mentalmente nada eu falo mesmo,0,1,1,1,5,5,5,5,30
ser q a retardada da minha irm parou de me seguir,1,1,1,1,11,11,11,11,49
puta dor nas costa mermao,1,1,1,1,5,5,5,5,25
"gravar o rg e o cpf  fcil

quero ver gravar a letra de faroeste caboclo completa",0,1,1,1,14,16,14,16,80
"eu demorei mais de 3 minutos p entender o que estavam me dizendo,gente sou mt lerda",0,1,1,1,14,15,13,16,83
bom dia  flor d dia,0,1,1,1,5,5,5,5,19
"Plataforma aberta para toda a comunidade (no s da UFRGS!!!)
Vem que tem curso do meu projeto sobre a poltica nacional de sade LGBT e sobre educao pras relaes tnico-raciais TA BOM?????????????",0,1,1,1,27,30,27,32,191
puta que pariu esqueci meu fone em casa serei obrigada a ficar com cara de cu,1,1,1,1,16,16,16,16,77
"ki porra  essa cancela o ipva,essas merda ai tem que term imposto de milhes. .....",1,1,1,1,14,12,11,15,82
sinceramente eu nao sei mais o que esperar do alan,0,1,1,1,10,9,9,10,50
branco mais fodido do tt,0,1,1,1,5,5,5,5,24
"Meu Deus, no sabia que nem podia emoji kkk 

O ruim  que uso o tempo todo, ento  estranho DEMAIS para mim digitar sem emoji haha
 
#MPN #NowUnited #Uniters",0,1,1,1,26,28,26,28,155
terrvel,0,1,1,1,1,1,1,1,7
"mano, no vem uma palavra de incentivo e ainda quer ficar com raiva por eu ignorar ou e encerrar o assunto, ora v se fuder",1,1,1,1,25,23,23,25,121
felicidade que acabou a energia no servio,0,1,1,1,7,7,7,7,41
"nem me fala cara, macho  tudo escroto jaguara bsjdbdjdbdj essa vida no t fcil",1,1,1,1,14,12,12,14,77
vlei #brasil #berlandia,0,1,1,1,1,2,1,3,23
vontade de chorar do caralho,1,1,1,1,5,5,5,5,28
"nunca gostei dele, sempre o achei escroto, vivia pulando em cima de bichinhos e os enforcando. est no lugar certo.",1,1,1,1,20,18,18,20,114
"Fundao Roberto Marinho recebeu R$ 214 mi sem licitao, diz Crivella.

Contratos foram assinados na gesto anterior para que fundao prestasse consultoria, incluindo em obras como a do Museu do Amanh.

Acabou a mamata Globo lixo!

Compartilhem",1,1,1,1,35,28,28,37,239
agr me da buceta,1,1,1,1,4,3,3,4,16
"meu deus vai se foder ate parece que elas tem liberdade pra fazerem o que querem ne

eh tudo 100% coreografado e planejado e elas obviamente sao obrigadas a seguir isso",0,1,1,1,28,31,28,31,168
"mano, eu to super de boa, ai penso em certas coisas e j fecho a cara e ningum entende nd",0,1,1,1,20,20,20,20,88
"quem quiser entrar no grupo da resenha manda o contato na dm, vamo lanar ainda hoje!!!!!!!!",0,1,1,1,14,15,14,16,91
"tenho muitas metas a serem realizadas ,
jamais perderia meu precioso tempo com gentinha sem contedo , ento me poupe des",1,1,1,1,21,20,20,21,119
vi no fb e rachei kkkkkk tnc,1,1,1,1,7,5,5,7,28
eu to morrendo,0,1,1,1,3,3,3,3,14
"Galera, to sabendo que dia 30/08 vai rolar show de lanamento do meu lbum #DiFerreroSinais na  n ? Vai ser junto com minha mana  e vai ser d+! Decidi sortear um par de ingressos pra curtir esse dia !! Vai l no meu instagram e participa:",0,1,1,1,39,44,39,46,235
doida pra receber meu pg logo pqp,0,1,1,1,6,7,6,7,33
eu me olhando no espelho,0,1,1,1,5,5,5,5,24
"me perdoe os demais,  s eu que acho que a ludmilla ""virou sapatao"" pra causar polmica?",1,1,1,1,15,11,11,16,86
"no da pra saber que sou mulher, mas pqp que mulhero da porra que sou",1,1,1,1,15,15,15,15,68
sou feio mas sou puto hehehe,0,1,1,1,5,5,5,6,28
preocupante. o moro continua e chefiando a pf s van e nessa distopia que estamos vivendo. cuidem-se e protejam-se.,0,1,1,1,13,17,13,19,114
kkkkkkkkk saiii sapato,1,1,1,1,3,2,2,3,22
puta que pariu simmmm!!!! kkkkkkkkk,1,1,1,1,5,4,4,5,35
"caralho que meu corpo t doendo todinho, eu t com uma puta olheira e no t conseguindo comer porra nenhuma de tanto nervoso",1,1,1,1,23,21,21,23,121
"amanh o grande dia!!! A nossa escola agroecolgica ser inaugurada, neste sbado, s 8h30, em Taquaruu Grande.",0,1,1,1,10,16,10,17,106
"millie: embaixadora da unicef, canta muito bem, atua pra caralho,  parceira de vrias marcas, carismtica, super reconhecida pelo seu trabalho e ta LANANDO UMA MARCA!!

shipp stans: 
A MILLIE  BISSEXUAL!! Ja SaBia 
ou
LGiCo QuE a MiLLiE  HTeRo!! E ELA &gt;NAMORA&lt; O FINN!",1,1,1,1,41,26,26,43,272
"gente eu acho que assim.. se voc vai l e faz uma conta pra postar sobre khh, kpop e os caralho voc tem que saber os termos certos n.. no precisa ser expert mas pqp n",1,1,1,1,36,33,33,36,165
"foda se a cor esse cara merecia apanhar , lixo de pessoa",1,1,1,1,12,12,12,12,56
"itunes store via apple tv. hbo go s consigo via iphone ou ipad, acho meio chato de usar.",0,1,1,1,10,17,10,18,88
eles acham que s por isso vo me ganha kkkk o murro na cara deles vem,0,1,1,1,16,16,16,16,68
"LixoNews sendo LixoNews. Nem uma palavra sobre o fato de os dados divulgados serem do ano passado como se fossem de hoje.

#STFVergonhaNacional",1,1,1,1,22,21,21,23,143
olha o grupo da maia luis pqp,1,1,1,1,7,7,7,7,29
eu kirido,0,1,1,1,1,1,1,2,9
tem gente que tem 0 noo do ridculo n,0,1,1,1,9,9,9,9,36
"deve t colhendo dados fornecidos pela equipe bem preparada do ANTAgonista ou do bruxo/astrlogo.
No  possvel querer ser to burro assim.
Devolvam nosso Brasil!",1,1,1,1,24,19,19,24,157
"eu vou parar de ir na academia.
eu quero ficar gordo.",0,1,1,1,9,11,9,11,53
"porra como eu queria,  pena que no posso",0,1,1,1,7,8,7,8,40
"Postei uma vez falando sobre e fui super criticada por alguns que gosta n, obviamente. Eu acho feio simmmm, alis, j vi ""conhecido"" meu de vista falecer por conta disso, mas  aquilo n opinio  igual c cada um tem o seu, e essa  a minha, e quem no gostou fds!",1,1,1,1,48,43,43,50,256
ansiosa por isso,0,1,1,1,3,3,3,3,16
caraio eu so burra eu tenho o MEU IRMO q eh tipo uma josi sem diploma (poxa henrique trancou o curso no ltimo ano isso q da ser macoero) p me explica as coisa vivaaaaaaaa,0,1,1,1,28,34,28,35,170
"cara de babaca quando pega no rosto vc faz biquinho e toma um bj na testa, bom mas o biquinho sem graa  fica kkkkk",1,1,1,1,24,20,20,24,114
quando vcs vao parar com gif de gretchen mano???,0,1,1,1,7,8,6,9,48
se fuder vai kkk,1,1,1,1,4,4,4,4,16
"preciso voltar a dieta, estou muito gorda q isso",0,1,1,1,9,9,9,9,48
sabe que to esperando n flor do meu jardim &lt;3,0,1,1,1,9,10,9,10,48
"Greenwald committed a crime for violating 18 U.S Code 798-Disclosure of classified information.
Por isso fugiu para o Brasil! resumindo: ele tentou destruir o prprio pas, mas como nao conseguiu resolveu destruir o nosso",0,1,1,1,25,33,25,34,219
"no, muito idiota  quem acredita nisso",1,1,1,1,6,6,6,6,37
as vezes ficar quieto pode ser a forma mas inteligente de agir,1,1,1,1,12,11,11,12,62
"eu nunca quis tanto algo como quero voc. jamais passou pela minha cabea necessitar qualquer coisa, como necessito seus beijos.
percebe o que fez comigo?
me tornei tudo que eu imaginava que nunca seria.

voc me virou do avesso e me fez perceber que esse  o meu lado certo.",0,1,1,1,42,49,42,49,271
eu fiquei muito horrorizada pqp,0,1,1,1,4,5,4,5,31
pqp kkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,1,1,1,1,1,1,2,32
porra paula prado,1,1,1,1,2,1,1,3,17
no sou bonita mais tambm no gosto de coisa feia,0,1,1,1,10,10,10,10,47
"queria chegar em vc mas po pode dar problema  oi? more, eu sou solteira... que problema daria?",0,1,1,1,13,16,13,17,94
agr q vencemos posso voltar a ficar puta por outros motivos,1,1,1,1,11,10,10,11,59
mano essa ingrid  sua namorada?,0,1,1,1,3,4,3,5,31
"gente vcs so burros, da pra perceber nitidamente que ela t flnd com ironia",1,1,1,1,14,12,12,14,74
sou mt apaixonadaaaaaaaa,0,1,1,1,2,2,2,3,24
lindo gatito,0,1,1,1,1,1,1,2,12
"brao do trombudo

ou montreal",0,1,1,1,3,4,3,5,29
caralho marcos,1,1,1,1,2,2,2,2,14
"pq isso me d uma agonia do caralho, bicho",1,1,1,1,9,9,9,9,41
benfica aqui ganharia no mximo uma taa guanabara e contra o vasco,0,1,1,1,10,11,9,12,65
enchi o cu de 51 ontem e acordei sem ressaca obrigada senhor sei que tu me sondas,1,1,1,1,16,14,14,17,81
"c t doido kkkkkk cad o respeito cpt kkk mais puta  vc que no vem falar na nossa cara, piranhaaaaaaaaaaaaaa",1,1,1,1,19,18,18,20,106
prepara o cu tquio,1,1,1,1,4,3,3,4,18
"O povo brasileiro tem o dever de se levantar contra esse vergonhoso  .Esses Ministros esto agindo como ditadores. No podemos aceitar isso. Espelhemo-nos   nos peruanos e ajamos pra tirarmos Ministros como Tofolli, Gilmar Mendes, Moraes que esto sujando o STF.",0,1,1,1,29,40,29,40,259
"Colocar a Noeul pra dormir comigo de manh foi a pior deciso que tomei hoje, porque acordei um tempo depois com ela tentando colocar os dedinhos dentro da minha boca.",0,1,1,1,27,28,26,30,165
"paulo freire ser eterno, vcs querendo ou no. vcs sempre sero os baba ovos, apenas. gente burra e alienada",1,1,1,1,18,15,15,19,105
"aaah cara carreteiro no  s a melhor comida, como tambm tem puta valor sentimental pra mim",0,1,1,1,14,15,14,16,89
ela me acha bonito quando eu me acho feio..,0,1,1,1,8,8,8,9,43
"sabe quando tu olha pros lados, olha pros contatos do wpp e pensa:
porra, eu no sei com quem conversar sobre isso

sensao horrvel demais",0,1,1,1,24,25,24,25,136
que porra  soda caustica,1,1,1,1,3,2,2,4,24
"Pois ... Eu adoro ver o inferno astral do meu opositor. Eles acham que do as cartas, mas o jogo pode virar a qualquer momento. Imagina o buraco negro que aguarda este lixo txico? Impeachment do presidente da repblica J!",1,1,1,1,39,34,34,40,219
encontrei a luana na rua t feliz,0,1,1,1,6,7,6,7,32
tudo isso pra quebra a porra dum ovo?,0,1,1,1,7,8,7,8,37
"eu t tomando dipirona em gotas como se fosse gua, enfermeira doida da porra",1,1,1,1,14,12,12,14,75
sai daqui fdp vai l com teu messi,1,1,1,1,8,7,7,8,33
"A atuao do STF h muito j ultrapassou todos os limites do absurdo.

O Supremo Tribunal Federal

- no pode legislar
- no pode agir em causa prpria
- no pode interferir em outros poderes sempre que desejar

Ou seja, no pode fazer o que tem feito!

#STFVergonhaNacional",0,1,1,1,40,48,40,48,265
"fav  

 primeira impresso:  mto legal 
 nvel de proximidade 0 - 10: 5
 uma mensagem pra voc: me abandonou 
 :  ppp na dm",0,1,1,1,21,22,21,22,120
por isso no namora,0,1,1,1,4,4,4,4,18
vc n vale nada mas sou apxnd por voc snrz  calnia isso a,0,1,1,1,10,13,10,13,56
"e a, panaca? qual o prximo desafio? que tal vc aparecer na prxima manifestao em favor da lava jato?",1,1,1,1,18,16,16,19,99
"pessoas da igreja
dizendo que
absolutamente 
tudo de errado            os demnios 
 culpa dos                  cansados
demnios                     de levar a culpa",0,1,1,1,18,19,18,19,164
"quem trai, vai trair sempre. entendam, traio  falta de carter!",0,1,1,1,6,10,6,10,62
tem um cara que falou que foi por 5 anos por mais de 90 milhes de dlares,0,1,1,1,15,16,15,17,72
"""se quer ir rpido, v sozinho. se quer ir longe, v em grupo.""


#sextavingadoressdv",0,1,1,1,8,13,8,14,82
caralho eu so quero tomar remdio pra engordar mas minha tia n quer comprar pra mim que raivaaaaaaaaaaaaaa,0,1,1,1,17,17,17,18,105
"no sei o que se passa na cabea das pessoas que tem o tt privado, literalmente essas pessoas no sabe p que essa porra serve",0,1,1,1,24,25,24,25,122
"parabns bibit, s no fica chata e larga de comer os mcdonald da vida",0,1,1,1,12,14,12,14,67
"[03/08/2019 13:39:02] Leandra Feia: se eu falar p tu com quem eu vou ficar tu vai brigar cmg ou algo do tipo???
 [03/08/2019 13:39:18] Gabrielli Lopes: Fala logo",0,1,1,1,21,28,21,28,161
"eu com 22 anos j fiz preenchimento facial kkkkkkkkkkkkk imagina se eu tivesse dinheiro, eu ja seria o novo ken humano, porra",0,1,1,1,18,22,18,22,124
mano sim puta que pariu que homem perfeito,1,1,1,1,8,8,8,8,42
"no  s guria q faz drama,ontem um guri ficou puto cmg me bloqueou whats e parou de me seguir no insta",0,1,1,1,20,21,20,21,100
tomara que eu exploda de tanta clica pqp no to aguentando mais,0,1,1,1,11,12,11,12,62
graas a deus aonde eu vou eu me divirto e no fico igual uma songa,0,1,1,1,13,14,13,15,65
o prximo governo tem a obrigao moral de banir essa cambada de idiotas do pas!!!,1,1,1,1,14,13,13,15,79
acabo logo com a graa,0,1,1,1,5,5,5,5,21
"Este filme... Pode passar 58592 vezes na TV que no vou me importar de ver. Muito foda, Samuel L Jackson  brabo demais",0,1,1,1,14,22,14,22,117
porra lara tem q abraar os gatos,0,1,1,1,5,7,5,7,32
"abraos espaciais'

is this real life?",0,1,1,1,4,5,3,6,37
"10 minutos atrs eu tava muito triste
agora eu t feliz
enquanto escrevo isso j t voltando a ficar triste",0,1,1,1,20,20,20,20,103
nunca seria um lixo n o defeito dele  correr igual cachorrinho pra sam mas quem sou eu pra julgar n,0,1,1,1,19,20,19,20,99
o jean willis comendo brigadeiro na panela com a colher de pau auge,0,1,1,1,12,13,12,13,67
"muita hipocrisia dessa gente, no?",1,1,1,1,5,4,4,5,33
cada udio que eu mando pra uma pessoa  todas falando  carai man se t morrendo ?,0,1,1,1,16,16,16,16,79
credo como pagam pau p umas criaturas que parecem sadas de chernobyl,1,1,1,1,12,9,9,12,68
e vamos resolver de certeza,0,1,1,1,5,5,5,5,27
#futebolesnoclassicorei quero ganhar essa camisa do leo,0,1,1,1,6,6,6,7,55
filho da puta!,1,1,1,1,2,2,2,3,14
"Meu filho no  muito de demostra os sentimentos ele sempre fala do pai dele meio preso mas ontem na hora de dormir ele no se aguentou , falou q sente muita falta do pai e q no aguenta mas de Sdds",0,1,1,1,39,40,39,41,194
ansiosa por esse dia,0,1,1,1,4,4,4,4,20
"fm o dia hoje t tocando no corao legal, sem pena",0,1,1,1,9,10,9,11,48
"O Rgis conseguiu a proeza de ser uma piada at mesmo pra quem gosta de rock/metal. No deem a ateno que ele quer, no levem nd do que ele diz em considerao, s ele acha que  critico musical.",0,1,1,1,32,37,32,38,186
"Posso dar um conselho? Demonstra teus sentimentos!  eu j fiz mt isso e s tomei no meu cu, no vejo mais vantagem em demonstrar nada ;/",0,1,1,1,19,24,19,26,133
vcs a,0,1,1,1,2,2,2,2,5
"nunca  do jeito que eu queria. e quando  ,eu n quero",0,1,1,1,10,11,10,11,52
lambe meu cu,1,1,1,1,3,2,2,3,12
isso  em vinhedk n,0,1,1,1,3,4,3,4,18
a porra tokyo 2020 porraaa #voleinaglobo,1,1,1,1,6,4,4,6,40
o menino na br ontem kkkkkkkkkkkkkk eu disse q ele era biba,1,1,1,1,12,12,12,12,59
kkkkkkkkkkk maldito,1,1,1,1,2,2,2,2,19
pires  fodido fds mais um,1,1,1,1,4,5,4,5,25
"minha me t bem mais tranquila agora, eu acho que se eu cortar ela vai ficar chateada mas talvez no fale muita coisa",0,1,1,1,23,23,23,23,115
"carai torcia pra ter uns 3 likes que j tava bom,, estou emocionada",1,1,1,1,13,12,12,13,66
"Era meu sonho! 
Principalmente trabalhar no centro do RJ pois seria muito parecido com os filmes... Eu quase me matei tive diversas crises, empresa merdq, faculdade e casa eram longe e o trnsito um cu, trem/metr pior ainda e mais caro, totalmente frustada eu.",0,1,1,1,35,44,35,44,259
"sim! pqp. no suporto usar capinha, veeey",1,1,1,1,6,4,4,7,40
coitada da cobra,0,1,1,1,3,3,3,3,16
sinto me to carente que at me irrito a mim mesma,0,1,1,1,10,11,10,11,48
pqp  a interacao do seculo eu ti passandi mal pqp perfeito entendam perfietossssss,0,1,1,1,9,12,9,13,82
#gocnb torcida porra,1,1,1,1,2,2,2,3,20
"que cara perturbado, ridiculo.",1,1,1,1,3,3,2,4,30
ficar em ksa com a minha eh a mesma coisa que se estressar pra caralho,1,1,1,1,15,14,14,15,70
bloquearam meu chip vou ter q comprar outro  mandar msg pras pessoas q tinham meu nmero,0,1,1,1,15,15,15,16,87
saudades dos amigos de sp mds pqp,1,1,1,1,7,7,7,7,33
pra q eu fui inventar de olhar a mulher enquanto andava de skate... agora vou ficar com o cu doendo 4000 anos.... porra,0,1,1,1,20,23,20,23,119
cu bem exagerado fu,1,1,1,1,3,4,3,4,19
"ou seja, ele s est ouvindo os anseios da populao. no sei pq reclamam tanto.",0,1,1,1,13,14,13,15,75
"Eu sou contra a violncia. 
Mas ele bem que merece umas porradas na cara.
E de preferncia da mulherada que ele classifica como PUTA.",1,1,1,1,24,19,19,24,131
ai essas 4 derrotas dno lol me deixou puta,0,1,1,1,8,9,8,9,42
retiro tudo oq eu disse de bom do meu pai ontem,0,1,1,1,11,11,11,11,47
"caralho, fala no!",0,1,1,1,3,3,3,3,17
"brasil vence dominicanas no tie-break, e vlei feminino garante vaga em tquio 2020",0,1,1,1,9,13,9,13,81
Atleta do CD Feirense no dia da Avaliao Oftalmolgica &gt;&gt; Siga-me no perfil  #olhos #doenasoculares #doenasocularessilenciosas #doenasocularesprofissionais #tratamentosoculares #palestras #congressos #amigos #oftalmologica #oftalmolgica #clinicaoftalmo,0,1,1,1,6,23,6,24,256
"fizeram certo ou t tudo errado, to passando recibo de incompetente de novo kkkkk",0,1,1,1,13,14,13,14,80
"A mulher falou na minha cara que meu cabelo  cacheado no pode ficar preso pq fica feio e o liso no tem problema de ficar preso, MEU CUUUUUU",1,1,1,1,27,26,26,28,139
"um ms de academia + cross fit 
mano eu to mttttttttt gostosa pqp",1,1,1,1,13,11,11,13,64
imaginem essa manchete - de 1979 - nos dias de hoje...,0,1,1,1,8,11,8,11,54
bangu s existe dois climas: frio da porra e calor do caralho,0,1,1,1,10,11,10,12,60
"pessoaleeee !! 

 verdade que quando uma mulher d o c o rabo cresce ??",1,1,1,1,13,12,12,14,70
no pode d mole pra esses fdp no .. merda  vc,1,1,1,1,11,11,11,11,44
ele me passou o numero dele dps vamos sair geral,0,1,1,1,9,10,9,10,48
"MANO, um super choque caralho, um super choque. sem ter a pele esbranquiada, sem ser velho demais para um personagem adolescente. um ator perfeito

pode entrar rei do brasil domine o mundo",0,1,1,1,28,31,27,32,188
8 coisas que os homens fazem apenas com a mulher que amam,0,1,1,1,12,12,12,12,57
"cheguei no hospital malzona me encheram de remdio + 10 gotas de rivotril, eu to igual uma mongolide",0,1,1,1,15,17,15,18,99
nunca vou esquecereeer,0,1,1,1,2,2,2,3,22
que eu moro meio que na pqp n ainda t deitada tb hddjshfj,1,1,1,1,12,12,12,13,57
eu amo a mae da chupa cu,1,1,1,1,7,6,6,7,24
"puta merda, meu namo parece um deus",1,1,1,1,7,7,7,7,35
"nosso sentimento dia 10 no chp, j t vendo que vou chorar horrores kkkk",0,1,1,1,13,14,13,14,70
meu casal fav passando na sua tl,0,1,1,1,7,7,7,7,32
meu amor da minha vida eu te amo tanto que enfiaria dois litro de candida no cu por vc,1,1,1,1,19,16,16,19,86
"vou matar o erick ele fica fazendo aquela porra com o olho e me manda foto, cacete kkkkkkkk",0,1,1,1,16,18,16,18,91
"matria merda, s fofoca",1,1,1,1,4,4,4,4,22
"O que esto fazendo com o Deltan Dallagnol  vergonhoso. S a fria militante, guiada por uma ideologia nefanda, justificaria o nvel da perseguio ao bravo representante do Ministrio Pblico. A parte s do Judicirio precisa reagir e repudiar VEEMENTEMENTE a manobra asquerosa.",0,1,1,1,26,41,26,42,269
hahahaha pqp essa  muito boa,0,1,1,1,5,5,5,5,28
a florzinha no cabelo,0,1,1,1,3,4,3,4,21
foi mexer com o nego tomou no cu,1,1,1,1,8,8,8,8,32
"qualquer coisa me faz chorar, me olhou feio? eu choro. vi um cachorro abandonado na rua? choro. comercial emocionante? choro tambm",0,1,1,1,16,21,16,21,130
e caf  o que?,0,1,1,1,4,4,4,4,13
precisamos tomar s ruas e exigir a sada dos 11 criminosos  do stf...  #stfvergonhanacional,0,1,1,1,12,14,12,14,90
por que? o que voc t sabendo... conta pra ns!,0,1,1,1,8,9,8,10,45
ai gente q caralho eu n quero fazer concurso para de encher meu saco,1,1,1,1,14,13,13,14,68
rafaela voc  tudo pra mim caralho,0,1,1,1,5,6,5,6,33
eu to me sentindo um lixo pois esqueci a senha da vida que tenho com lida meu deus do cu,0,1,1,1,20,20,20,20,88
ganhou caralho pqp que sofrido,0,1,1,1,5,5,5,5,30
"essa frase  minha, pode devolver",0,1,1,1,5,5,5,5,32
"cultura! antes, durante e depois. bora, gente! 
""se  samba que eles querem, eu tenho!""",0,1,1,1,9,12,8,14,86
foi mal pessoas q ficaram comigo do lado na prova pq pqp no inicio eu quase morri espirrando e com alergia...,0,1,1,1,20,20,20,21,109
"witiando*
02\8\2019
Feliz Tarde
amos A 
 #ResistirYAvanzar",0,1,1,1,4,5,4,7,58
"fraude-jato uma delinquncia jornalstica precria e sem provas, j prenderam 4 hackers.",0,1,1,1,7,10,7,12,84
"t sossegado, s acho graa desses mnr cara kkkkkkk tem nem cu pra cagar",1,1,1,1,14,12,12,14,69
j tem quase vinte mil coments pqp #mpn #nowunited #uniters,0,1,1,1,8,10,8,10,58
ser humano merece e morrer essas bando de vagabundo misericrdia oh raa que eu odeio,1,1,1,1,15,14,14,15,83
"no era os meias caraio era o ataque, meu ataque t uma caraio de ruim",1,1,1,1,15,14,14,15,68
"ESCOLHA DO PBLICO

Vc pediu, a gente entrega!
 x  vale liderana
Ao vivo no  (app e redes)
T nessa com craque  

16h Live com Pr
17h Rola a bola

#Esquemao #SerieCNoDAZN",0,1,1,1,18,29,18,31,168
ouvir marlia mendona e n lembrar de ningum deve ser um puta privilgio ne,0,1,1,1,14,14,14,14,72
frio da porra em sp ... faltou uma  pra esquentar,1,1,1,1,10,9,9,10,49
eu e o jackson foi muito burro de vir de tnis branco pra uma trilha,0,1,1,1,14,15,14,15,67
ridculo,0,1,1,1,1,1,1,1,7
"pqp, eh agora que o shawn e a camila vo postar vdeo fudendo",1,1,1,1,13,11,11,13,59
"timo saber, dessa eu vou passar bem longe. obrigada, ca &lt;3",0,1,1,1,7,11,7,11,61
"#aqurio  muito mais fcil falar que eu estou bem, do que explicar os diversos motivos que esto me fazendo mal.",0,1,1,1,19,18,18,20,109
"pai, me livra dos mal intencionados, me ilumina da de cima que aqui em baixo  s maldade...",0,1,1,1,13,16,13,17,90
#stfvergonhanacional ou  o ttulo de um filme de terror ou  um filme porno. vc decide?,0,1,1,1,12,14,12,15,85
"eu absorvo mt a dor das pessoas e as vezes isso  ruim, pq sofro por algo que nem  cmg",0,1,1,1,18,19,18,19,85
"puta jogasso mano pqp, qm ganha vai pra olimpiadas",0,1,1,1,8,8,8,9,50
1 semana de aula e o pau j quebrou no grupo da sala devido a horrio de aula prtica.,0,1,1,1,17,18,17,19,83
"eu s queria um pouquinho de ateno, carinho,um chocolatinho e ouvir um "" voc  meu nenem""",0,1,1,1,13,15,13,16,87
"esses tempos nada 
no tenho ningum a no ser minha filha pra me fazer companhia lkkkksofro 
mas e voc?",0,1,1,1,18,19,18,19,101
"se curti drogas, vamos transar e cheirar junto? sua buceta = 2 pinos  ma va pro diabo",1,1,1,1,17,12,12,17,85
trabalhar pra fazer uma rinoplastia e colocar silicone,0,1,1,1,6,8,6,8,54
"quando eu vejo o preo desses lanche eu penso, porra da pra fazer em casa.",1,1,1,1,14,14,13,15,73
"n aceita desculpa desse fodido n, se fez merda uma vez  dar segunda chance pra fazer merda dnv",1,1,1,1,18,18,18,18,94
"botei na minha cabea que nao tenho que ficar cobrando nada de ngm, por mais que d raiva, a prpria pessoa deve se por no lugar dela e ter conscincia do que faz. se ela mesmo nao se importa, pq vc vai?",0,1,1,1,38,41,38,42,199
sass feat. voz de galinha empinando pipa caraio kkkk,1,1,1,1,8,6,6,9,52
toda semana a tl tem uma fixao diferente essa semana  cu e lingua bifurcada,1,1,1,1,14,11,11,14,75
lixo,1,1,1,1,1,1,1,1,4
o caralho te,0,1,1,1,3,3,3,3,12
"RESPONDE SEM MEDO

1- sinceridade
2- m
3- no
4- nem
5- p
6- sim. muito
7- no sei
8- num tem
9- d
10- no
11- depende
12- algumas coisas
13- aham 
14- um dia kkkk 
15- os dois
16- sim
17- sim
18- nunca!!!
19- depende da situ
20- nammm

FAV QUE EU TE MANDO",0,1,1,1,34,55,33,57,253
homem quando termina um relacionamento mostra ser outra pessoa.. como pode gente?,0,1,1,1,11,11,10,12,81
"Estou acompanhando One Piece junto com vocs no Me do Luffy, estou na abstinncia por um episdio novo.  Calma, semana que vem a gente (deve) gravar, era pra ter rolado quinta mas o Ricci  um puto enrolado",0,1,1,1,25,36,25,37,202
um xose smp  bom pra digesto n cumpadi vai nela burro,1,1,1,1,11,8,8,11,53
"eu no sei pq eu ainda sigo essa retardada, eu tenho a opo de dar unfollow nesse capeta mas eu fao questo de ficar entrando no tt pra ler e ficar pensando nossa cala boca sua filha da puta",1,1,1,1,39,37,37,39,187
Sendo fodida bem gostoso! delcia de pau,1,1,1,1,6,4,4,7,39
puta que me pariu vsf eu n trabalho pra vc.,1,1,1,1,9,10,9,10,43
o bato e o bato muche,0,1,1,1,5,5,5,6,21
"tempo chuvoso  horrvel, pqp",0,1,1,1,4,4,4,4,27
srio viadao kkkjjkkkk,1,1,1,1,2,1,1,3,21
preguia de ir limpar a casa,0,1,1,1,6,6,6,6,27
"carai mano , tadinho do nemo",0,1,1,1,5,5,5,6,28
"S quem t reclamando do beijo so as vkookas com dor de cu pq os dois envolvidos no beijo nunca reclamaram, muito pelo contrrio lol",1,1,1,1,25,23,23,25,129
